,LocationID,City,State/Province,Country,Latitude,Longitude,CountryID
80,80,Austin,Texas,United States,30.2711286,-97.7436995,82
81,81,St. Petersburg,Florida,Russia,59.938732,30.316229,61
82,82,Saint Lucia,,Saint Lucia,13.8250489,-60.975036,62
83,83,Scottsdale,Arizona,United States,33.4942189,-111.9260184,82
84,84,Bahamas,,Bahamas,24.7736546,-78.0000547,4
85,85,St. Moritz,Switzerland,Switzerland,46.4978958,9.8392428,73
86,86,Bali,Indonesia,Indonesia,-8.456018100000001,115.27038551191185,33
87,87,Noosa,Queensland,Australia,-26.3181415,152.93140931825064,2
88,88,Ibiza,Balearic Islands,Spain,38.974390099999994,1.4197463178515335,70
89,89,Yarra Valley,Victoria,Australia,-37.7549851,145.522537,2
90,90,Whitsundays,Queensland,Australia,-20.310115,149.00672307352474,2
91,91,Bangkok,,Thailand,13.7524938,100.4935089,76
92,92,New Delhi,,India,28.6138954,77.2090057,32
93,93,Lisbon,,Portugal,38.7077507,-9.1365919,58
94,94,Barcelona,,Spain,41.3828939,2.1774322,70
95,95,Buenos Aires,,Argentina,-34.6075682,-58.4370894,1
96,96,Budapest,,Hungary,47.48138955,19.14609412691246,30
97,97,Mumbai,,India,19.0785451,72.878176,32
98,98,Istanbul,,Turkey,41.0091982,28.9662187,77
99,99,Bucharest,,Romania,44.4361414,26.1027202,60
100,100,Phuket,,Thailand,7.8847901,98.3891503,76
101,101,Chiang Mai,,Thailand,18.7882778,98.9858802,76
102,102,Madrid,,Spain,40.4167047,-3.7035825,70
103,103,Jakarta,,Indonesia,-6.175247,106.8270488,33
104,104,São Paulo,,Brazil,-23.5506507,-46.6333824,9
105,105,Rio de Janeiro,,Brazil,-22.9110137,-43.2093727,9
106,106,Sofia,,Bulgaria,42.6977028,23.3217359,10
107,107,Mexico City,,Mexico,19.4326296,-99.1331785,47
108,108,Hanoi,,Vietnam,21.0283207,105.8540217,84
109,109,Krakow,,Poland,50.0619474,19.9368564,57
110,110,Kuala Lumpur,,Malaysia,3.1516964,101.6942371,44
111,111,Ho Chi Minh City,,Vietnam,10.7763897,106.7011391,84
112,112,Singapore,,Singapore,1.2899175,103.8519072,66
113,113,Belgrade,,Serbia,44.8178131,20.4568974,64
114,114,Prague,,Czech Republic,50.0874654,14.4212535,20
115,115,Siem Reap,,Cambodia,13.3617562,103.8590321,11
116,116,Porto,,Portugal,41.1494512,-8.6107884,58
117,117,Valencia,,Spain,39.4697065,-0.3763353,70
118,118,Kyiv,,Ukraine,50.4500336,30.5241361,79
119,119,Los Angeles,,United States,34.0536909,-118.242766,82
120,120,Moscow,,Russia,55.7504461,37.6174943,61
121,121,Hoi An,,Vietnam,15.8798137,108.3273939,84
122,122,Hong Kong,,Hong Kong,22.2793278,114.1628131,29
123,123,Colombo,,Sri Lanka,6.9387469,79.8541134,71
124,124,Seoul,,South Korea,37.5666791,126.9782914,69
125,125,Las Vegas,,United States,36.1672559,-115.148516,82
126,126,Santiago,,Chile,-33.4377756,-70.6504502,14
127,127,San Francisco,,United States,37.7790262,-122.419906,82
128,128,Berlin,,Germany,52.5170365,13.3888599,27
129,129,Tokyo,,Japan,35.6840574,139.7744912,38
130,130,Chicago,,United States,41.8755616,-87.6244212,82
131,131,Marrakech,,Morocco,31.6258257,-7.9891608,48
132,132,Vienna,,Austria,48.2083537,16.3725042,3
133,133,New York,,United States,40.7127281,-74.0060152,82
134,134,Medellin,,Colombia,6.2443382,-75.573553,16
135,135,Malaga,,Spain,36.7213028,-4.4216366,70
136,136,Kathmandu,,Nepal,27.708317,85.3205817,50
137,137,Houston,,United States,29.7589382,-95.3676974,82
138,138,Seville,,Spain,37.3886303,-5.9953403,70
139,139,Miami,,United States,25.7741728,-80.19362,82
140,140,Sydney,,Australia,-33.8698439,151.2082848,2
141,141,Johannesburg,,South Africa,-26.205,28.049722,68
142,142,Taipei,,Taiwan,25.0375198,121.5636796,74
143,143,Rome,,Italy,41.8933203,12.4829321,36
144,144,Faro,,Portugal,37.0162727,-7.9351771,58
145,145,Osaka,,Japan,34.6937569,135.5014539,38
146,146,Athens,,Greece,37.9755648,23.7348324,28
147,147,Phnom Penh,,Cambodia,11.568271,104.9224426,11
148,148,Beijing,,China,39.9057136,116.3912972,15
149,149,Phoenix,,United States,33.4484367,-112.074141,82
150,150,Lima,,Peru,-12.0621065,-77.0365256,55
151,151,Montreal,,Canada,45.5031824,-73.5698065,12
152,152,Warsaw,,Poland,52.2319581,21.0067249,57
153,153,Minsk,,Belarus,53.9024716,27.5618225,6
154,154,Cartagena,,Colombia,10.4266746,-75.5443419,16
155,155,Paris,,France,48.8534951,2.3483915,26
156,156,Toronto,,Canada,43.6534817,-79.3839347,12
157,157,Ljubljana,,Slovenia,46.0500268,14.5069289,67
158,158,Quito,,Ecuador,-0.2201641,-78.5123274,22
159,159,Florence,,Italy,43.7698712,11.2555757,36
160,160,Oaxaca,,Mexico,17.0604663,-96.7253575,47
161,161,Liverpool,,United Kingdom,53.4071991,-2.99168,81
162,162,New Orleans,,United States,29.9759983,-90.0782127,82
163,163,Washington DC,,United States,38.8950368,-77.0365427,82
164,164,Tallinn,,Estonia,59.4372155,24.7453688,23
165,165,Zagreb,,Croatia,45.84264135,15.962231476593626,19
166,166,Xi'an,,China,34.2607713,108.9423443,15
167,167,Yangon,,Myanmar,16.7967129,96.1609916,49
168,168,Kyoto,,Japan,35.021041,135.7556075,38
169,169,Hamburg,,Germany,53.550341,10.000654,27
170,170,Naples,,Italy,40.8358846,14.2487679,36
171,171,Vancouver,,Canada,49.2608724,-123.113952,12
172,172,Milan,,Italy,45.4641943,9.1896346,36
173,173,Arequipa,,Peru,-16.3988667,-71.5369607,55
174,174,Montevideo,,Uruguay,-34.9058916,-56.1913095,83
175,175,Portland,,United States,45.5202471,-122.674194,82
176,176,Split,,Croatia,43.5116383,16.4399659,19
177,177,Pokhara,,Nepal,28.209538,83.991402,50
178,178,Cancun,,Mexico,21.1617854,-86.8510468,47
179,179,Brussels,,Belgium,50.8465573,4.351697,7
180,180,Shanghai,,China,31.2323437,121.4691024,15
181,181,Dublin,,Ireland,53.3493795,-6.2605593,34
182,182,Riga,,Latvia,56.9493977,24.1051846,41
183,183,Lyon,,France,45.7578137,4.8320114,26
184,184,Palma de Mallorca,,Spain,39.5695818,2.6500745,70
185,185,Auckland,,New Zealand,-36.852095,174.7631803,52
186,186,Vilnius,,Lithuania,54.6870458,25.2829111,43
187,187,London,,United Kingdom,51.5073359,-0.12765,81
188,188,Stockholm,,Sweden,59.3251172,18.0710935,72
189,189,Manila,,Philippines,14.5948914,120.9782618,56
190,190,Honolulu,Hawaii,United States,39.7837304,-100.445882,82
191,191,Munich,,Germany,48.1371079,11.5753822,27
192,192,Boston,,United States,42.3554334,-71.060511,82
193,193,Calgary,,Canada,51.0460954,-114.065465,12
194,194,Marseille,,France,43.2961743,5.3699525,26
195,195,Cologne,,Germany,50.938361,6.959974,27
196,196,Amsterdam,,Netherlands,52.3730796,4.8924534,51
197,197,Hvar,,Croatia,43.17389195,16.55652349457852,19
198,198,Dusseldorf,,Germany,51.2254018,6.7763137,27
199,199,San Jose,,Costa Rica,9.9325427,-84.0795782,18
200,200,Abu Dhabi,,United Arab Emirates,24.4538352,54.3774014,80
201,201,Helsinki,,Finland,60.1674881,24.9427473,25
202,202,Frankfurt,,Germany,50.1106444,8.6820917,27
203,203,Vientiane,,Laos,17.9640988,102.6133707,40
204,204,Stuttgart,,Germany,48.7784485,9.1800132,27
205,205,Hannover,,Germany,52.3744779,9.7385532,27
206,206,Copenhagen,,Denmark,55.6867243,12.5700724,21
207,207,Edmonton,,Canada,53.5462055,-113.491241,12
208,208,Dresden,,Germany,51.0493286,13.7381437,27
209,209,Manchester,,United Kingdom,53.4794892,-2.2451148,81
210,210,Rotterdam,,Netherlands,51.9244424,4.47775,51
211,211,La Paz,,Bolivia,-16.4955455,-68.1336229,8
212,212,Doha,,Qatar,25.2856329,51.5264162,59
213,213,Ottawa,,Canada,45.4208777,-75.6901106,12
214,214,Tel Aviv,,Israel,32.0852997,34.7818064,35
215,215,Edinburgh,,United Kingdom,55.9533456,-3.1883749,81
216,216,Dakar,,Senegal,14.693425,-17.447938,63
217,217,Muscat,,Oman,23.5882019,58.3829448,54
218,218,Oslo,,Norway,59.9133301,10.7389701,53
219,219,Glasgow,,United Kingdom,55.861155,-4.2501687,81
220,220,Belfast,,United Kingdom,54.596391,-5.9301829,81
221,221,Kuwait City,,Kuwait,29.3796532,47.9734174,39
222,222,Salzburg,,Austria,47.7981346,13.0464806,3
223,223,Beirut,,Lebanon,33.8959203,35.47843,42
224,224,Zurich,,Switzerland,47.3744489,8.5410422,73
225,225,Geneva,,Switzerland,46.2017559,6.1466014,73
226,226,Valletta,,Malta,35.8989818,14.5136759,45
227,227,Reykjavik,,Iceland,64.145981,-21.9422367,31
