LocationID,CountryID,City,Latitude,State/Province,Longitude
94,70,Barcelona,41.3828939,,2.1774322
95,1,Buenos Aires,-34.6075682,,-58.4370894
96,30,Budapest,47.48138955,,19.14609412691246
97,32,Mumbai,19.0785451,,72.878176
98,77,Istanbul,41.0091982,,28.9662187
99,60,Bucharest,44.4361414,,26.1027202
100,76,Phuket,7.8847901,,98.3891503
101,76,Chiang Mai,18.788277800000003,,98.9858802
102,70,Madrid,40.416704700000004,,-3.7035824999999996
103,33,Jakarta,-6.175247,,106.82704879999999
104,9,São Paulo,-23.5506507,,-46.633382399999995
105,9,Rio de Janeiro,-22.911013699999998,,-43.2093727
106,10,Sofia,42.6977028,,23.3217359
107,47,Mexico City,19.4326296,,-99.1331785
108,84,Hanoi,21.0283207,,105.85402169999999
109,57,Krakow,50.0619474,,19.9368564
110,44,Kuala Lumpur,3.1516964,,101.6942371
111,84,Ho Chi Minh City,10.7763897,,106.70113909999998
112,66,Singapore,1.2899174999999998,,103.8519072
113,64,Belgrade,44.8178131,,20.4568974
114,20,Prague,50.0874654,,14.4212535
115,11,Siem Reap,13.3617562,,103.8590321
116,58,Porto,41.1494512,,-8.6107884
117,70,Valencia,39.4697065,,-0.3763353
118,79,Kyiv,50.4500336,,30.524136100000003
119,82,Los Angeles,34.0536909,,-118.24276599999999
120,61,Moscow,55.7504461,,37.6174943
121,84,Hoi An,15.879813699999998,,108.3273939
122,29,Hong Kong,22.2793278,,114.16281310000001
123,71,Colombo,6.9387469,,79.8541134
124,69,Seoul,37.5666791,,126.97829140000002
125,82,Las Vegas,36.1672559,,-115.14851599999999
126,14,Santiago,-33.4377756,,-70.6504502
127,82,San Francisco,37.779026200000004,,-122.41990600000001
128,27,Berlin,52.517036499999996,,13.388859900000002
129,38,Tokyo,35.68405739999999,,139.77449119999997
130,82,Chicago,41.875561600000005,,-87.6244212
131,48,Marrakech,31.6258257,,-7.9891608
132,3,Vienna,48.2083537,,16.372504199999998
133,82,New York,40.7127281,,-74.0060152
134,16,Medellin,6.2443382000000005,,-75.573553
135,70,Malaga,36.7213028,,-4.421636599999999
136,50,Kathmandu,27.708316999999997,,85.3205817
137,82,Houston,29.7589382,,-95.36769740000001
138,70,Seville,37.388630299999996,,-5.9953403
139,82,Miami,25.7741728,,-80.19362
140,2,Sydney,-33.8698439,,151.20828480000003
141,68,Johannesburg,-26.205,,28.049721999999996
142,74,Taipei,25.037519800000002,,121.56367959999999
143,36,Rome,41.8933203,,12.4829321
144,58,Faro,37.0162727,,-7.9351771
145,38,Osaka,34.6937569,,135.5014539
146,28,Athens,37.9755648,,23.7348324
147,11,Phnom Penh,11.568271000000001,,104.9224426
148,15,Beijing,39.9057136,,116.39129720000001
149,82,Phoenix,33.448436699999995,,-112.074141
150,55,Lima,-12.0621065,,-77.03652559999999
151,12,Montreal,45.50318239999999,,-73.5698065
152,57,Warsaw,52.2319581,,21.0067249
153,6,Minsk,53.9024716,,27.561822499999998
154,16,Cartagena,10.4266746,,-75.5443419
155,26,Paris,48.8534951,,2.3483915
156,12,Toronto,43.6534817,,-79.38393470000001
157,67,Ljubljana,46.0500268,,14.506928899999998
158,22,Quito,-0.2201641,,-78.5123274
159,36,Florence,43.769871200000004,,11.2555757
160,47,Oaxaca,17.0604663,,-96.7253575
161,81,Liverpool,53.40719910000001,,-2.99168
162,82,New Orleans,29.9759983,,-90.0782127
163,82,Washington DC,38.89503679999999,,-77.0365427
164,23,Tallinn,59.4372155,,24.745368799999998
165,19,Zagreb,45.84264135,,15.962231476593626
166,15,Xi'an,34.2607713,,108.9423443
167,49,Yangon,16.7967129,,96.1609916
168,38,Kyoto,35.021041,,135.7556075
169,27,Hamburg,53.550341,,10.000653999999999
170,36,Naples,40.8358846,,14.2487679
171,12,Vancouver,49.2608724,,-123.113952
172,36,Milan,45.464194299999996,,9.1896346
173,55,Arequipa,-16.3988667,,-71.53696070000001
174,83,Montevideo,-34.905891600000004,,-56.191309499999996
175,82,Portland,45.5202471,,-122.674194
176,19,Split,43.511638299999994,,16.4399659
177,50,Pokhara,28.209538000000002,,83.99140200000001
178,47,Cancun,21.1617854,,-86.8510468
179,7,Brussels,50.8465573,,4.351697
180,15,Shanghai,31.232343699999998,,121.4691024
181,34,Dublin,53.349379500000005,,-6.2605593
182,41,Riga,56.949397700000006,,24.1051846
183,26,Lyon,45.75781370000001,,4.8320114
184,70,Palma de Mallorca,39.569581799999995,,2.6500745
185,52,Auckland,-36.852095,,174.76318030000002
186,43,Vilnius,54.6870458,,25.2829111
187,81,London,51.5073359,,-0.12765
188,72,Stockholm,59.3251172,,18.0710935
189,56,Manila,14.5948914,,120.9782618
190,82,Honolulu,39.7837304,Hawaii,-100.445882
191,27,Munich,48.1371079,,11.575382199999998
192,82,Boston,42.355433399999995,,-71.060511
193,12,Calgary,51.0460954,,-114.06546499999999
194,26,Marseille,43.2961743,,5.3699525
195,27,Cologne,50.938361,,6.959974000000001
196,51,Amsterdam,52.373079600000004,,4.892453400000001
197,19,Hvar,43.17389195,,16.556523494578517
198,27,Dusseldorf,51.2254018,,6.7763137
199,18,San Jose,9.932542699999999,,-84.0795782
200,80,Abu Dhabi,24.453835199999997,,54.3774014
201,25,Helsinki,60.16748810000001,,24.9427473
202,27,Frankfurt,50.1106444,,8.682091699999999
203,40,Vientiane,17.964098800000002,,102.6133707
204,27,Stuttgart,48.778448499999996,,9.1800132
205,27,Hannover,52.374477899999995,,9.738553199999998
206,21,Copenhagen,55.6867243,,12.5700724
207,12,Edmonton,53.546205500000006,,-113.49124099999999
208,27,Dresden,51.0493286,,13.7381437
209,81,Manchester,53.479489199999996,,-2.2451147999999996
210,51,Rotterdam,51.9244424,,4.47775
211,8,La Paz,-16.4955455,,-68.1336229
212,59,Doha,25.2856329,,51.5264162
213,12,Ottawa,45.4208777,,-75.6901106
214,35,Tel Aviv,32.0852997,,34.7818064
215,81,Edinburgh,55.9533456,,-3.1883749
216,63,Dakar,14.693425,,-17.447938
217,54,Muscat,23.588201899999998,,58.3829448
218,53,Oslo,59.913330099999996,,10.7389701
219,81,Glasgow,55.861155000000004,,-4.250168700000001
220,81,Belfast,54.596391000000004,,-5.9301829
221,39,Kuwait City,29.3796532,,47.9734174
222,3,Salzburg,47.798134600000004,,13.046480599999999
223,42,Beirut,33.8959203,,35.478429999999996
224,73,Zurich,47.3744489,,8.5410422
225,73,Geneva,46.2017559,,6.146601400000001
226,45,Valletta,35.898981799999994,,14.513675899999999
227,31,Reykjavik,64.145981,,-21.9422367
